COUNTRY,SEX,YEAR,VALUE
"ISR","FEMALE","1990","1583.35"
"ISR","MALE","1990","2410.29"
"ISR","ALL","1991","1985.44"
"ISR","FEMALE","1991","1577.40"
"ISR","MALE","1991","2402.71"
"ISR","ALL","1992","1978.20"
"ISR","FEMALE","1992","1570.99"
"ISR","MALE","1992","2394.96"
"ISR","ALL","1993","1970.99"
"ISR","FEMALE","1993","1564.41"
"ISR","MALE","1993","2387.36"
"ISR","ALL","1994","1963.90"
"ISR","FEMALE","1994","1557.90"
"ISR","MALE","1994","2379.82"
"ISR","ALL","1995","1956.83"
"ISR","FEMALE","1995","1551.44"
"ISR","MALE","1995","2372.18"
"ISR","ALL","1996","1949.32"
"ISR","FEMALE","1996","1544.76"
"ISR","MALE","1996","2363.77"
"ISR","ALL","1997","1940.67"
"ISR","FEMALE","1997","1537.13"
"ISR","MALE","1997","2353.96"
"ISR","ALL","1998","1932.25"
"ISR","FEMALE","1998","1529.57"
"ISR","MALE","1998","2344.54"
"ISR","ALL","1999","1925.15"
"ISR","FEMALE","1999","1522.97"
"ISR","MALE","1999","2336.77"
"ISR","ALL","2000","1919.96"
"ISR","FEMALE","2000","1517.65"
"ISR","MALE","2000","2331.51"
"ISR","ALL","2001","1916.67"
"ISR","FEMALE","2001","1513.78"
"ISR","MALE","2001","2328.66"
"ISR","ALL","2002","1913.79"
"ISR","FEMALE","2002","1510.22"
"ISR","MALE","2002","2326.35"
"ISR","ALL","2003","1911.49"
"ISR","FEMALE","2003","1507.31"
"ISR","MALE","2003","2324.54"
"ISR","ALL","2004","1909.37"
"ISR","FEMALE","2004","1505.00"
"ISR","MALE","2004","2322.46"
"ISR","ALL","2005","1906.86"
"ISR","FEMALE","2005","1502.93"
"ISR","MALE","2005","2319.32"
"ISR","ALL","2006","1903.56"
"ISR","FEMALE","2006","1501.00"
"ISR","MALE","2006","2314.39"
"ISR","ALL","2007","1898.99"
"ISR","FEMALE","2007","1498.69"
"ISR","MALE","2007","2307.26"
"ISR","ALL","2008","1893.98"
"ISR","FEMALE","2008","1496.32"
"ISR","MALE","2008","2299.28"
"ISR","ALL","2009","1888.82"
"ISR","FEMALE","2009","1493.79"
"ISR","MALE","2009","2291.14"
"ISR","ALL","2010","1883.57"
"ISR","FEMALE","2010","1490.66"
"ISR","MALE","2010","2283.41"
"ISR","ALL","2011","1878.02"
"ISR","FEMALE","2011","1486.13"
"ISR","MALE","2011","2276.49"
"ISR","ALL","2012","1871.45"
"ISR","FEMALE","2012","1479.51"
"ISR","MALE","2012","2269.62"
"ISR","ALL","2013","1864.75"
"ISR","FEMALE","2013","1472.36"
"ISR","MALE","2013","2263.01"
"ISR","ALL","2014","1858.28"
"ISR","FEMALE","2014","1465.72"
"ISR","MALE","2014","2256.36"
"ISR","ALL","2015","1852.26"
"ISR","FEMALE","2015","1460.33"
"ISR","MALE","2015","2249.36"
"ISR","ALL","2016","1847.21"
"ISR","FEMALE","2016","1458.74"
"ISR","MALE","2016","2240.44"
"ISR","ALL","2017","1843.34"
"ISR","FEMALE","2017","1457.03"
"ISR","MALE","2017","2233.95"
"ISR","ALL","2018","1839.51"
"ISR","FEMALE","2018","1449.81"
"ISR","MALE","2018","2233.14"
"ISR","ALL","2019","1835.13"
"ISR","FEMALE","2019","1438.04"
"ISR","MALE","2019","2235.80"
"ITA","ALL","1990","1915.81"
"ITA","FEMALE","1990","1517.76"
"ITA","MALE","1990","2337.91"
"ITA","ALL","1991","1908.26"
"ITA","FEMALE","1991","1510.32"
"ITA","MALE","1991","2330.51"
"ITA","ALL","1992","1901.55"
"ITA","FEMALE","1992","1503.80"
"ITA","MALE","1992","2323.90"
"ITA","ALL","1993","1895.39"
"ITA","FEMALE","1993","1497.98"
"ITA","MALE","1993","2317.69"
"ITA","ALL","1994","1889.84"
"ITA","FEMALE","1994","1492.97"
"ITA","MALE","1994","2311.90"
"ITA","ALL","1995","1884.87"
"ITA","FEMALE","1995","1488.66"
"ITA","MALE","1995","2306.54"
"ITA","ALL","1996","1880.54"
"ITA","FEMALE","1996","1485.22"
"ITA","MALE","1996","2301.55"
"ITA","ALL","1997","1877.35"
"ITA","FEMALE","1997","1483.14"
"ITA","MALE","1997","2297.40"
"ITA","ALL","1998","1874.72"
"ITA","FEMALE","1998","1481.56"
"ITA","MALE","1998","2293.83"
"ITA","ALL","1999","1872.12"
"ITA","FEMALE","1999","1479.54"
"ITA","MALE","1999","2290.73"
"ITA","ALL","2000","1868.97"
"ITA","FEMALE","2000","1476.10"
"ITA","MALE","2000","2287.92"
"ITA","ALL","2001","1864.99"
"ITA","FEMALE","2001","1470.40"
"ITA","MALE","2001","2285.66"
"ITA","ALL","2002","1861.30"
"ITA","FEMALE","2002","1463.97"
"ITA","MALE","2002","2284.54"
"ITA","ALL","2003","1858.12"
"ITA","FEMALE","2003","1457.93"
"ITA","MALE","2003","2283.85"
"ITA","ALL","2004","1855.21"
"ITA","FEMALE","2004","1452.91"
"ITA","MALE","2004","2282.52"
"ITA","ALL","2005","1852.38"
"ITA","FEMALE","2005","1449.63"
"ITA","MALE","2005","2279.58"
"ITA","ALL","2006","1848.43"
"ITA","FEMALE","2006","1447.31"
"ITA","MALE","2006","2273.50"
"ITA","ALL","2007","1843.19"
"ITA","FEMALE","2007","1445.26"
"ITA","MALE","2007","2264.69"
"ITA","ALL","2008","1837.62"
"ITA","FEMALE","2008","1443.57"
"ITA","MALE","2008","2255.04"
"ITA","ALL","2009","1832.37"
"ITA","FEMALE","2009","1441.97"
"ITA","MALE","2009","2246.06"
"ITA","ALL","2010","1828.18"
"ITA","FEMALE","2010","1440.36"
"ITA","MALE","2010","2239.36"
"ITA","ALL","2011","1824.35"
"ITA","FEMALE","2011","1437.98"
"ITA","MALE","2011","2234.23"
"ITA","ALL","2012","1819.99"
"ITA","FEMALE","2012","1434.89"
"ITA","MALE","2012","2228.71"
"ITA","ALL","2013","1815.58"
"ITA","FEMALE","2013","1431.59"
"ITA","MALE","2013","2223.20"
"ITA","ALL","2014","1811.29"
"ITA","FEMALE","2014","1428.34"
"ITA","MALE","2014","2217.72"
"ITA","ALL","2015","1807.69"
"ITA","FEMALE","2015","1425.88"
"ITA","MALE","2015","2212.64"
"ITA","ALL","2016","1807.88"
"ITA","FEMALE","2016","1428.01"
"ITA","MALE","2016","2210.34"
"ITA","ALL","2017","1808.12"
"ITA","FEMALE","2017","1430.03"
"ITA","MALE","2017","2208.22"
"ITA","ALL","2018","1805.40"
"ITA","FEMALE","2018","1425.34"
"ITA","MALE","2018","2207.08"
"ITA","ALL","2019","1801.73"
"ITA","FEMALE","2019","1415.92"
"ITA","MALE","2019","2208.98"
"KAZ","ALL","1990","1851.62"
"KAZ","FEMALE","1990","1509.25"
"KAZ","MALE","1990","2215.90"
"KAZ","ALL","1991","1858.68"
"KAZ","FEMALE","1991","1516.54"
"KAZ","MALE","1991","2222.87"
"KAZ","ALL","1992","1866.08"
"KAZ","FEMALE","1992","1524.44"
"KAZ","MALE","1992","2229.98"
"KAZ","ALL","1993","1873.85"
"KAZ","FEMALE","1993","1532.58"
"KAZ","MALE","1993","2237.71"
"KAZ","ALL","1994","1882.66"
"KAZ","FEMALE","1994","1541.41"
"KAZ","MALE","1994","2246.91"
"KAZ","ALL","1995","1892.12"
"KAZ","FEMALE","1995","1550.38"
"KAZ","MALE","1995","2257.43"
"KAZ","ALL","1996","1903.61"
"KAZ","FEMALE","1996","1561.03"
"KAZ","MALE","1996","2270.45"
"KAZ","ALL","1997","1916.77"
"KAZ","FEMALE","1997","1573.43"
"KAZ","MALE","1997","2285.05"
"KAZ","ALL","1998","1929.16"
"KAZ","FEMALE","1998","1585.34"
"KAZ","MALE","1998","2298.51"
"KAZ","ALL","1999","1938.57"
"KAZ","FEMALE","1999","1594.83"
"KAZ","MALE","1999","2308.27"
"KAZ","ALL","2000","1942.40"
"KAZ","FEMALE","2000","1599.69"
"KAZ","MALE","2000","2311.30"
"KAZ","ALL","2001","1937.89"
"KAZ","FEMALE","2001","1597.51"
"KAZ","MALE","2001","2304.51"
"KAZ","ALL","2002","1926.06"
"KAZ","FEMALE","2002","1589.06"
"KAZ","MALE","2002","2289.20"
"KAZ","ALL","2003","1909.74"
"KAZ","FEMALE","2003","1576.51"
"KAZ","MALE","2003","2268.90"
"KAZ","ALL","2004","1891.76"
"KAZ","FEMALE","2004","1562.20"
"KAZ","MALE","2004","2247.04"
"KAZ","ALL","2005","1874.46"
"KAZ","FEMALE","2005","1547.92"
"KAZ","MALE","2005","2226.51"
"KAZ","ALL","2006","1855.52"
"KAZ","FEMALE","2006","1531.03"
"KAZ","MALE","2006","2205.35"
"KAZ","ALL","2007","1833.09"
"KAZ","FEMALE","2007","1509.88"
"KAZ","MALE","2007","2181.45"
"KAZ","ALL","2008","1810.49"
"KAZ","FEMALE","2008","1488.11"
"KAZ","MALE","2008","2157.76"
"KAZ","ALL","2009","1790.97"
"KAZ","FEMALE","2009","1469.30"
"KAZ","MALE","2009","2137.16"
"KAZ","ALL","2010","1777.56"
"KAZ","FEMALE","2010","1456.87"
"KAZ","MALE","2010","2122.39"
"KAZ","ALL","2011","1773.33"
"KAZ","FEMALE","2011","1453.33"
"KAZ","MALE","2011","2117.16"
"KAZ","ALL","2012","1776.60"
"KAZ","FEMALE","2012","1456.53"
"KAZ","MALE","2012","2120.18"
"KAZ","ALL","2013","1783.04"
"KAZ","FEMALE","2013","1462.63"
"KAZ","MALE","2013","2126.70"
"KAZ","ALL","2014","1788.65"
"KAZ","FEMALE","2014","1468.07"
"KAZ","MALE","2014","2132.12"
"KAZ","ALL","2015","1788.97"
"KAZ","FEMALE","2015","1468.75"
"KAZ","MALE","2015","2131.63"
"KAZ","ALL","2016","1781.43"
"KAZ","FEMALE","2016","1461.96"
"KAZ","MALE","2016","2122.83"
"KAZ","ALL","2017","1772.23"
"KAZ","FEMALE","2017","1452.54"
"KAZ","MALE","2017","2113.39"
"KAZ","ALL","2018","1765.30"
"KAZ","FEMALE","2018","1443.49"
"KAZ","MALE","2018","2108.27"
"KAZ","ALL","2019","1759.23"
"KAZ","FEMALE","2019","1433.45"
"KAZ","MALE","2019","2106.06"
"KGZ","ALL","1990","2099.85"
"KGZ","FEMALE","1990","1725.36"
"KGZ","MALE","1990","2491.79"
"KGZ","ALL","1991","2128.60"
"KGZ","FEMALE","1991","1750.44"
"KGZ","MALE","1991","2523.78"
"KGZ","ALL","1992","2159.68"
"KGZ","FEMALE","1992","1777.69"
"KGZ","MALE","1992","2558.20"
"KGZ","ALL","1993","2192.35"
"KGZ","FEMALE","1993","1806.32"
"KGZ","MALE","1993","2594.41"
"KGZ","ALL","1994","2226.93"
"KGZ","FEMALE","1994","1836.60"
"KGZ","MALE","1994","2632.79"
"KGZ","ALL","1995","2262.49"
"KGZ","FEMALE","1995","1867.76"
"KGZ","MALE","1995","2672.21"
"KGZ","ALL","1996","2306.63"
"KGZ","FEMALE","1996","1906.32"
"KGZ","MALE","1996","2721.37"
"KGZ","ALL","1997","2360.48"
"KGZ","FEMALE","1997","1953.41"
"KGZ","MALE","1997","2781.42"
"KGZ","ALL","1998","2412.90"
"KGZ","FEMALE","1998","1999.29"
"KGZ","MALE","1998","2839.85"
"KGZ","ALL","1999","2453.46"
"KGZ","FEMALE","1999","2035.15"
"KGZ","MALE","1999","2884.54"
"KGZ","ALL","2000","2471.36"
"KGZ","FEMALE","2000","2051.89"
"KGZ","MALE","2000","2902.93"
"KGZ","ALL","2001","2473.43"
"KGZ","FEMALE","2001","2055.08"
"KGZ","MALE","2001","2903.20"
"KGZ","ALL","2002","2474.01"
"KGZ","FEMALE","2002","2057.03"
"KGZ","MALE","2002","2901.91"
"KGZ","ALL","2003","2473.27"
"KGZ","FEMALE","2003","2057.73"
"KGZ","MALE","2003","2899.37"
"KGZ","ALL","2004","2472.13"
"KGZ","FEMALE","2004","2058.15"
"KGZ","MALE","2004","2896.41"
"KGZ","ALL","2005","2470.88"
"KGZ","FEMALE","2005","2058.61"
"KGZ","MALE","2005","2893.29"
"KGZ","ALL","2006","2463.66"
"KGZ","FEMALE","2006","2054.00"
"KGZ","MALE","2006","2883.44"
"KGZ","ALL","2007","2447.42"
"KGZ","FEMALE","2007","2041.55"
"KGZ","MALE","2007","2863.46"
"KGZ","ALL","2008","2426.49"
"KGZ","FEMALE","2008","2024.86"
"KGZ","MALE","2008","2838.32"
"KGZ","ALL","2009","2405.40"
"KGZ","FEMALE","2009","2007.73"
"KGZ","MALE","2009","2813.25"
"KGZ","ALL","2010","2388.48"
"KGZ","FEMALE","2010","1993.77"
"KGZ","MALE","2010","2793.31"
"KGZ","ALL","2011","2377.06"
"KGZ","FEMALE","2011","1983.96"
"KGZ","MALE","2011","2780.19"
"KGZ","ALL","2012","2368.90"
"KGZ","FEMALE","2012","1976.46"
"KGZ","MALE","2012","2771.22"
"KGZ","ALL","2013","2362.26"
"KGZ","FEMALE","2013","1969.91"
"KGZ","MALE","2013","2764.28"
"KGZ","ALL","2014","2355.77"
"KGZ","FEMALE","2014","1963.36"
"KGZ","MALE","2014","2757.64"
"KGZ","ALL","2015","2347.89"
"KGZ","FEMALE","2015","1955.62"
"KGZ","MALE","2015","2749.40"
"KGZ","ALL","2016","2339.96"
"KGZ","FEMALE","2016","1948.39"
"KGZ","MALE","2016","2740.53"
"KGZ","ALL","2017","2332.36"
"KGZ","FEMALE","2017","1940.69"
"KGZ","MALE","2017","2732.81"
"KGZ","ALL","2018","2323.15"
"KGZ","FEMALE","2018","1928.39"
"KGZ","MALE","2018","2726.56"
"KGZ","ALL","2019","2312.58"
"KGZ","FEMALE","2019","1911.74"
"KGZ","MALE","2019","2722.02"
"LTU","ALL","1990","1687.67"
"LTU","FEMALE","1990","1403.44"
"LTU","MALE","1990","2004.73"
"LTU","ALL","1991","1700.26"
"LTU","FEMALE","1991","1413.72"
"LTU","MALE","1991","2020.30"
"LTU","ALL","1992","1712.38"
"LTU","FEMALE","1992","1423.76"
"LTU","MALE","1992","2035.33"
"LTU","ALL","1993","1723.12"
"LTU","FEMALE","1993","1432.71"
"LTU","MALE","1993","2048.88"
"LTU","ALL","1994","1732.11"
"LTU","FEMALE","1994","1440.17"
"LTU","MALE","1994","2060.55"
"LTU","ALL","1995","1738.67"
"LTU","FEMALE","1995","1445.48"
"LTU","MALE","1995","2069.48"
"LTU","ALL","1996","1746.10"
"LTU","FEMALE","1996","1451.88"
"LTU","MALE","1996","2078.88"
"LTU","ALL","1997","1757.36"
"LTU","FEMALE","1997","1462.18"
"LTU","MALE","1997","2091.86"
"LTU","ALL","1998","1769.68"
"LTU","FEMALE","1998","1473.83"
"LTU","MALE","1998","2105.48"
"LTU","ALL","1999","1780.47"
"LTU","FEMALE","1999","1484.36"
"LTU","MALE","1999","2117.01"
"LTU","ALL","2000","1787.06"
"LTU","FEMALE","2000","1491.36"
"LTU","MALE","2000","2123.60"
"LTU","ALL","2001","1784.93"
"LTU","FEMALE","2001","1491.17"
"LTU","MALE","2001","2119.79"
"LTU","ALL","2002","1774.65"
"LTU","FEMALE","2002","1484.36"
"LTU","MALE","2002","2106.15"
"LTU","ALL","2003","1759.57"
"LTU","FEMALE","2003","1473.54"
"LTU","MALE","2003","2086.81"
"LTU","ALL","2004","1743.40"
"LTU","FEMALE","2004","1461.70"
"LTU","MALE","2004","2066.31"
"LTU","ALL","2005","1729.93"
"LTU","FEMALE","2005","1451.94"
"LTU","MALE","2005","2049.34"
"LTU","ALL","2006","1718.95"
"LTU","FEMALE","2006","1444.21"
"LTU","MALE","2006","2035.49"
"LTU","ALL","2007","1708.58"
"LTU","FEMALE","2007","1437.06"
"LTU","MALE","2007","2022.40"
"LTU","ALL","2008","1698.35"
"LTU","FEMALE","2008","1429.91"
"LTU","MALE","2008","2009.58"
"LTU","ALL","2009","1688.03"
"LTU","FEMALE","2009","1422.26"
"LTU","MALE","2009","1996.90"
"LTU","ALL","2010","1677.87"
"LTU","FEMALE","2010","1414.17"
"LTU","MALE","2010","1985.02"
"LTU","ALL","2011","1668.55"
"LTU","FEMALE","2011","1406.42"
"LTU","MALE","2011","1974.43"
"LTU","ALL","2012","1660.68"
"LTU","FEMALE","2012","1399.88"
"LTU","MALE","2012","1965.43"
"LTU","ALL","2013","1653.30"
"LTU","FEMALE","2013","1393.60"
"LTU","MALE","2013","1957.11"
"LTU","ALL","2014","1645.72"
"LTU","FEMALE","2014","1386.89"
"LTU","MALE","2014","1948.75"
"LTU","ALL","2015","1637.21"
"LTU","FEMALE","2015","1379.05"
"LTU","MALE","2015","1939.56"
"LTU","ALL","2016","1620.71"
"LTU","FEMALE","2016","1363.28"
"LTU","MALE","2016","1922.27"
"LTU","ALL","2017","1603.95"
"LTU","FEMALE","2017","1347.40"
"LTU","MALE","2017","1904.42"
"LTU","ALL","2018","1594.11"
"LTU","FEMALE","2018","1338.22"
"LTU","MALE","2018","1893.55"
"LTU","ALL","2019","1585.12"
"LTU","FEMALE","2019","1329.58"
"LTU","MALE","2019","1883.85"
"LUX","ALL","1990","1787.87"
"LUX","FEMALE","1990","1373.60"
"LUX","MALE","1990","2219.34"
"LUX","ALL","1991","1777.23"
"LUX","FEMALE","1991","1363.29"
"LUX","MALE","1991","2207.77"
"LUX","ALL","1992","1767.21"
"LUX","FEMALE","1992","1353.69"
"LUX","MALE","1992","2196.76"
"LUX","ALL","1993","1758.26"
"LUX","FEMALE","1993","1345.12"
"LUX","MALE","1993","2186.94"
"LUX","ALL","1994","1750.23"
"LUX","FEMALE","1994","1337.36"
"LUX","MALE","1994","2178.18"
"LUX","ALL","1995","1743.31"
"LUX","FEMALE","1995","1330.70"
"LUX","MALE","1995","2170.61"
"LUX","ALL","1996","1737.82"
"LUX","FEMALE","1996","1325.48"
"LUX","MALE","1996","2164.45"
"LUX","ALL","1997","1732.95"
"LUX","FEMALE","1997","1320.89"
"LUX","MALE","1997","2158.86"
"LUX","ALL","1998","1728.55"
"LUX","FEMALE","1998","1316.75"
"LUX","MALE","1998","2153.81"
"LUX","ALL","1999","1724.10"
"LUX","FEMALE","1999","1312.41"
"LUX","MALE","1999","2148.90"
"LUX","ALL","2000","1719.33"
"LUX","FEMALE","2000","1307.68"
"LUX","MALE","2000","2143.75"
"LUX","ALL","2001","1714.37"
"LUX","FEMALE","2001","1302.52"
"LUX","MALE","2001","2138.64"
"LUX","ALL","2002","1708.98"
"LUX","FEMALE","2002","1296.80"
"LUX","MALE","2002","2133.21"
"LUX","ALL","2003","1703.72"
"LUX","FEMALE","2003","1291.12"
"LUX","MALE","2003","2127.79"
"LUX","ALL","2004","1699.03"
"LUX","FEMALE","2004","1285.88"
"LUX","MALE","2004","2122.60"
"LUX","ALL","2005","1694.63"
"LUX","FEMALE","2005","1281.60"
"LUX","MALE","2005","2117.00"
"LUX","ALL","2006","1690.55"
"LUX","FEMALE","2006","1278.92"
"LUX","MALE","2006","2111.00"
"LUX","ALL","2007","1686.34"
"LUX","FEMALE","2007","1276.81"
"LUX","MALE","2007","2104.28"
"LUX","ALL","2008","1682.58"
"LUX","FEMALE","2008","1275.15"
"LUX","MALE","2008","2097.84"
"LUX","ALL","2009","1679.61"
"LUX","FEMALE","2009","1273.58"
"LUX","MALE","2009","2092.46"
"LUX","ALL","2010","1677.14"
"LUX","FEMALE","2010","1271.62"
"LUX","MALE","2010","2088.40"
"LUX","ALL","2011","1675.76"
"LUX","FEMALE","2011","1269.71"
"LUX","MALE","2011","2086.12"
"LUX","ALL","2012","1674.95"
"LUX","FEMALE","2012","1267.93"
"LUX","MALE","2012","2084.48"
"LUX","ALL","2013","1673.87"
"LUX","FEMALE","2013","1266.11"
"LUX","MALE","2013","2082.69"
"LUX","ALL","2014","1672.47"
"LUX","FEMALE","2014","1264.36"
"LUX","MALE","2014","2080.51"
"LUX","ALL","2015","1670.96"
"LUX","FEMALE","2015","1263.00"
"LUX","MALE","2015","2077.87"
"LUX","ALL","2016","1672.69"
"LUX","FEMALE","2016","1265.22"
"LUX","MALE","2016","2077.94"
"LUX","ALL","2017","1674.50"
"LUX","FEMALE","2017","1267.01"
"LUX","MALE","2017","2078.89"
"LUX","ALL","2018","1673.06"
"LUX","FEMALE","2018","1263.12"
"LUX","MALE","2018","2079.08"
"LUX","ALL","2019","1671.23"
"LUX","FEMALE","2019","1256.64"
"LUX","MALE","2019","2081.11"
"LVA","ALL","1990","1764.61"
"LVA","FEMALE","1990","1497.27"
"LVA","MALE","1990","2072.49"
"LVA","ALL","1991","1768.30"
"LVA","FEMALE","1991","1499.12"
"LVA","MALE","1991","2078.37"
"LVA","ALL","1992","1772.57"
"LVA","FEMALE","1992","1501.93"
"LVA","MALE","1992","2084.63"
"LVA","ALL","1993","1777.08"
"LVA","FEMALE","1993","1505.18"
"LVA","MALE","1993","2091.26"
"LVA","ALL","1994","1781.86"
"LVA","FEMALE","1994","1508.72"
"LVA","MALE","1994","2098.54"
"LVA","ALL","1995","1786.34"
"LVA","FEMALE","1995","1511.80"
"LVA","MALE","1995","2105.72"
"LVA","ALL","1996","1792.56"
"LVA","FEMALE","1996","1516.63"
"LVA","MALE","1996","2114.31"
"LVA","ALL","1997","1801.68"
"LVA","FEMALE","1997","1524.66"
"LVA","MALE","1997","2125.21"
"LVA","ALL","1998","1811.30"
"LVA","FEMALE","1998","1533.35"
"LVA","MALE","1998","2136.32"
"LVA","ALL","1999","1818.92"
"LVA","FEMALE","1999","1540.13"
"LVA","MALE","1999","2145.31"
"LVA","ALL","2000","1821.69"
"LVA","FEMALE","2000","1541.96"
"LVA","MALE","2000","2149.52"
"LVA","ALL","2001","1815.40"
"LVA","FEMALE","2001","1535.09"
"LVA","MALE","2001","2144.30"
"LVA","ALL","2002","1800.32"
"LVA","FEMALE","2002","1520.10"
"LVA","MALE","2002","2129.53"
"LVA","ALL","2003","1780.47"
"LVA","FEMALE","2003","1500.73"
"LVA","MALE","2003","2109.43"
"LVA","ALL","2004","1760.26"
"LVA","FEMALE","2004","1481.18"
"LVA","MALE","2004","2088.61"
"LVA","ALL","2005","1743.65"
"LVA","FEMALE","2005","1465.03"
"LVA","MALE","2005","2071.79"
"LVA","ALL","2006","1729.29"
"LVA","FEMALE","2006","1450.40"
"LVA","MALE","2006","2058.23"
"LVA","ALL","2007","1713.77"
"LVA","FEMALE","2007","1433.81"
"LVA","MALE","2007","2044.53"
"LVA","ALL","2008","1698.15"
"LVA","FEMALE","2008","1416.80"
"LVA","MALE","2008","2031.11"
"LVA","ALL","2009","1684.15"
"LVA","FEMALE","2009","1401.51"
"LVA","MALE","2009","2019.02"
"LVA","ALL","2010","1673.47"
"LVA","FEMALE","2010","1389.91"
"LVA","MALE","2010","2009.68"
"LVA","ALL","2011","1667.43"
"LVA","FEMALE","2011","1383.09"
"LVA","MALE","2011","2004.61"
"LVA","ALL","2012","1664.61"
"LVA","FEMALE","2012","1379.42"
"LVA","MALE","2012","2002.69"
"LVA","ALL","2013","1663.21"
"LVA","FEMALE","2013","1377.32"
"LVA","MALE","2013","2001.85"
"LVA","ALL","2014","1661.44"
"LVA","FEMALE","2014","1375.31"
"LVA","MALE","2014","1999.98"
"LVA","ALL","2015","1657.08"
"LVA","FEMALE","2015","1371.21"
"LVA","MALE","2015","1994.93"
"LVA","ALL","2016","1646.67"
"LVA","FEMALE","2016","1365.40"
"LVA","MALE","2016","1978.47"
"LVA","ALL","2017","1635.04"
"LVA","FEMALE","2017","1358.51"
"LVA","MALE","2017","1960.46"
"LVA","ALL","2018","1626.36"
"LVA","FEMALE","2018","1350.43"
"LVA","MALE","2018","1950.28"
"LVA","ALL","2019","1617.75"
"LVA","FEMALE","2019","1341.47"
"LVA","MALE","2019","1941.26"
"MDA","ALL","1990","2238.55"
"MDA","FEMALE","1990","1943.47"
"MDA","MALE","1990","2562.01"
"MDA","ALL","1991","2256.04"
"MDA","FEMALE","1991","1959.01"
"MDA","MALE","1991","2581.28"
"MDA","ALL","1992","2276.79"
"MDA","FEMALE","1992","1977.38"
"MDA","MALE","1992","2604.35"
"MDA","ALL","1993","2300.29"
"MDA","FEMALE","1993","1997.88"
"MDA","MALE","1993","2630.85"
"MDA","ALL","1994","2326.73"
"MDA","FEMALE","1994","2020.92"
"MDA","MALE","1994","2660.78"
"MDA","ALL","1995","2355.42"
"MDA","FEMALE","1995","2045.77"
"MDA","MALE","1995","2693.59"
"MDA","ALL","1996","2396.66"
"MDA","FEMALE","1996","2080.73"
"MDA","MALE","1996","2741.62"
"MDA","ALL","1997","2450.65"
"MDA","FEMALE","1997","2125.56"
"MDA","MALE","1997","2805.50"
"MDA","ALL","1998","2504.59"
"MDA","FEMALE","1998","2169.63"
"MDA","MALE","1998","2870.08"
"MDA","ALL","1999","2545.39"
"MDA","FEMALE","1999","2202.15"
"MDA","MALE","1999","2919.88"
"MDA","ALL","2000","2560.48"
"MDA","FEMALE","2000","2212.88"
"MDA","MALE","2000","2939.67"
"MDA","ALL","2001","2559.48"
"MDA","FEMALE","2001","2210.04"
"MDA","MALE","2001","2940.56"
"MDA","ALL","2002","2558.35"
"MDA","FEMALE","2002","2207.40"
"MDA","MALE","2002","2940.83"
"MDA","ALL","2003","2556.15"
"MDA","FEMALE","2003","2204.45"
"MDA","MALE","2003","2939.21"
"MDA","ALL","2004","2550.77"
"MDA","FEMALE","2004","2199.59"
"MDA","MALE","2004","2933.14"
"MDA","ALL","2005","2540.32"
"MDA","FEMALE","2005","2191.34"
"MDA","MALE","2005","2920.40"
"MDA","ALL","2006","2519.44"
"MDA","FEMALE","2006","2174.15"
"MDA","MALE","2006","2895.71"
"MDA","ALL","2007","2486.10"
"MDA","FEMALE","2007","2145.11"
"MDA","MALE","2007","2857.80"
"MDA","ALL","2008","2447.67"
"MDA","FEMALE","2008","2111.19"
"MDA","MALE","2008","2814.54"
"MDA","ALL","2009","2410.15"
"MDA","FEMALE","2009","2077.77"
"MDA","MALE","2009","2772.68"
"MDA","ALL","2010","2379.97"
"MDA","FEMALE","2010","2050.81"
"MDA","MALE","2010","2739.21"
"MDA","ALL","2011","2378.40"
"MDA","FEMALE","2011","2051.44"
"MDA","MALE","2011","2735.48"
"MDA","ALL","2012","2408.24"
"MDA","FEMALE","2012","2082.74"
"MDA","MALE","2012","2763.95"
"MDA","ALL","2013","2451.01"
"MDA","FEMALE","2013","2126.46"
"MDA","MALE","2013","2805.87"
"MDA","ALL","2014","2487.34"
"MDA","FEMALE","2014","2163.51"
"MDA","MALE","2014","2841.59"
"MDA","ALL","2015","2498.00"
"MDA","FEMALE","2015","2174.69"
"MDA","MALE","2015","2852.00"
"MDA","ALL","2016","2489.37"
"MDA","FEMALE","2016","2171.15"
"MDA","MALE","2016","2838.10"
"MDA","ALL","2017","2478.27"
"MDA","FEMALE","2017","2165.04"
"MDA","MALE","2017","2821.64"
"MDA","ALL","2018","2473.79"
"MDA","FEMALE","2018","2163.90"
"MDA","MALE","2018","2813.54"
"MDA","ALL","2019","2479.23"
"MDA","FEMALE","2019","2175.30"
"MDA","MALE","2019","2812.52"
"MKD","ALL","1990","1776.25"
"MKD","FEMALE","1990","1435.81"
"MKD","MALE","1990","2111.34"
"MKD","ALL","1991","1788.37"
"MKD","FEMALE","1991","1449.76"
"MKD","MALE","1991","2122.17"
"MKD","ALL","1992","1799.82"
"MKD","FEMALE","1992","1462.97"
"MKD","MALE","1992","2132.57"
"MKD","ALL","1993","1810.13"
"MKD","FEMALE","1993","1475.11"
"MKD","MALE","1993","2142.20"
"MKD","ALL","1994","1819.27"
"MKD","FEMALE","1994","1485.66"
"MKD","MALE","1994","2150.99"
"MKD","ALL","1995","1827.41"
"MKD","FEMALE","1995","1494.31"
"MKD","MALE","1995","2159.08"
"MKD","ALL","1996","1837.44"
"MKD","FEMALE","1996","1503.86"
